col0 col1 col2 col3 col4 col5 col6 col7 col8 col9 col10 col11 col12 col13 col14 col15 col16 col17 col18
3.8528000000000002 0.0 3.9128000000000003 0.0 4.636 4.3344 4.3092 3.333 4.459 3.9712 3.9748000000000006 2.3205 3.4209 3.2175000000000002 2.6394 3.4781999999999997 4.6979999999999995 3.9093 5.8212
